GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
199712310007,1997-12-31,"United Kingdom","Belfast","Ulster Freedom Fighters (UFF)",0,,,,,1,Unknown,Business,,,Western Europe,Armed Assault,,,Firearms,,,
199712310006,1997-12-31,"Burundi","Kanyosha","Unknown",0,,,,,2,0,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
199712310005,1997-12-31,"Brazil","Cariacica","Unknown",0,,,,,1,0,Journalists & Media,,,South America,Assassination,,,Firearms,,,
199712310004,1997-12-31,"Argentina","Buenos Aires","Unknown",0,,,,,0,0,Private Citizens & Property,,,South America,Unknown,,,Unknown,,,
199712310003,1997-12-31,"Thailand","Than To D.","Unknown",0,,,,,0,0,Transportation,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712310002,1997-12-31,"South Africa","Durban","Unknown",0,,,,,1,0,Tourists,,,Sub-Saharan Africa,Armed Assault,,,Melee,,,
199712310001,1997-12-31,"United Kingdom","Belfast","Loyalist Volunteer Forces (LVF)",0,,,,,1,5,Religious Figures/Institutions,,,Western Europe,Unknown,,,Unknown,,,
199712300008,1997-12-30,"Algeria","Ouled Sahnine","Unknown",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
199712300007,1997-12-30,"Algeria","Oued Rhiou","Unknown",0,,,,,206,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
199712300006,1997-12-30,"Colombia","Cali","Unknown",0,,,,,0,0,Business,,,South America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712300005,1997-12-30,"Algeria","Kherarba","Unknown",0,,,,,206,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
199712300004,1997-12-30,"United States","Oakwood","Unknown",0,,,,,1,0,Religious Figures/Institutions,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712300003,1997-12-30,"Uganda","Unknown","Unknown",0,,,,,3,7,Private Citizens & Property,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712300002,1997-12-30,"India","Darrang district","Bodo Militants",0,,,,,12,0,Private Citizens & Property,,,South Asia,Unknown,,,Unknown,,,
199712300001,1997-12-30,"India","New Delhi","Unknown",0,,,,,4,24,Transportation,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290015,1997-12-29,"France","Vitrolles","Unknown",0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290014,1997-12-29,"Colombia","Unknown","Unknown",0,,,,,1,0,Government (General),,,South America,Assassination,,,Unknown,,,
199712290013,1997-12-29,"Colombia","Unknown","Unknown",0,,,,,1,0,Military,,,South America,Assassination,,,Unknown,,,
199712290012,1997-12-29,"Colombia","Barrancabermeja","Paramilitaries",0,,,,,0,7,Business,,,South America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290011,1997-12-29,"Colombia","Florida district","Paramilitaries",0,,,,,6,0,Private Citizens & Property,,,South America,Unknown,,,Unknown,,,
199712290010,1997-12-29,"Algeria","Medea","Unknown",0,,,,,20,0,Private Citizens & Property,,,Middle East & North Africa,Unknown,,,Unknown,,,
199712290009,1997-12-29,"Thailand","Narathiwat","Unknown",0,,,,,0,0,Private Citizens & Property,,,Southeast Asia,Armed Assault,,,Firearms,,,
199712290008,1997-12-29,"Thailand","Yala","Unknown",0,,,,,0,0,Police,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290007,1997-12-29,"Thailand","Yala","Pattani United Liberation Organization (PULO)",0,,,,,2,13,Educational Institution,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290006,1997-12-29,"Spain","Renteria","Unknown",0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Incendiary,,,
199712290005,1997-12-29,"Somalia","Hudur","Rahanwein Resistance Army (RRA)",0,,,,,25,35,Terrorists/Non-state Militia,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
199712290004,1997-12-29,"Peru","Lima","Unknown",0,,,,,0,0,Business,Other,,South America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712290003,1997-12-29,"Kenya","Shinyalu","Forum for the Restoration of Democracy-Kenya",0,,,,,1,0,Government (General),,,Sub-Saharan Africa,Armed Assault,,,Incendiary,,,
199712290002,1997-12-29,"Kenya","Alego","Unknown",0,,,,,1,0,Government (General),,,Sub-Saharan Africa,Unarmed Assault,,,Melee,,,
199712290001,1997-12-29,"Kenya","Kisumu","National Development Party (NDP)",0,,,,,0,2,Government (General),,,Sub-Saharan Africa,Armed Assault,,,Melee,,,
199712280014,1997-12-28,"Sri Lanka","Galle","Liberation Tigers of Tamil Eelam (LTTE)",1,,,,,3,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712280013,1997-12-28,"Russia","Grozny","Unknown",0,,,,,0,0,Journalists & Media,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712280012,1997-12-28,"Colombia","Unknown","Revolutionary Armed Forces of Colombia (FARC)",0,,,,,2,0,Police,,,South America,Unknown,,,Unknown,,,
199712280011,1997-12-28,"Bahrain","Sehla","Unknown",0,,,,,0,0,Business,,,Middle East & North Africa,Facility/Infrastructure Attack,,,Incendiary,,,
199712280010,1997-12-28,"Algeria","Telagh","Unknown",0,,,,,2,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
199712280009,1997-12-28,"Algeria","Djelfa","Unknown",0,,,,,7,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
199712280008,1997-12-28,"Algeria","Setif","Unknown",0,,,,,14,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
199712280007,1997-12-28,"Algeria","Mustapha Benbrahim","Unknown",0,,,,,17,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Melee,,,
