GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
200112300003,2001-12-30,"Myanmar","Lawpita","Karenni National Progressive Party",1,,,,,6,0,Private Citizens & Property,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112300002,2001-12-30,"Russia","Grozny","Armed Forces of the Chechen Republic of Ichkeria",0,,,,,4,Unknown,Military,,,Eastern Europe,Armed Assault,Bombing/Explosion,,Firearms,Explosives/Bombs/Dynamite,,
200112300001,2001-12-30,"India","Kanthol","Unknown",0,,,,,4,0,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
200112280003,2001-12-28,"Uganda","Mbale","Unknown",0,1,0,Religious Figures/Institutions,Sub-Saharan Africa,,,,Armed Assault,Assassination,Firearms
200112280002,2001-12-28,"Angola","N'dalatando","National Union for the Total Independence of Angola (UNITA)",0,,,,,2,2,Police,Private Citizens & Property,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
200112280001,2001-12-28,"China","Zhongxiang","Unknown",0,,,,,2,1,Private Citizens & Property,,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112270001,2001-12-27,"Philippines","Naga","Moro Islamic Liberation Front (MILF)",1,,,,,11,Unknown,Private Citizens & Property,,,Southeast Asia,Armed Assault,Hostage Taking (Kidnapping),,Firearms,,,
200112260004,2001-12-26,"Algeria","Tiaret","Unknown",0,,,,,1,13,Transportation,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112260003,2001-12-26,"Afghanistan","Unknown","Unknown",0,,,,,2,2,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
200112260002,2001-12-26,"Philippines","Pagadian","Unknown",0,,,,,0,Unknown,Private Citizens & Property,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112260001,2001-12-26,"Philippines","Cotabato City","Indigenous People's Federal Army (IPFA)",1,,,,,0,0,Telecommunication,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112250003,2001-12-25,"Russia","Grozny","Chechen Rebels",0,,,,,0,0,Military,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112250002,2001-12-25,"Russia","Grozny","Unknown",0,,,,,0,2,Military,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112250001,2001-12-25,"Israel","Yardena","Unknown",0,,,,,3,4,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112240009,2001-12-22,"Nepal","Chitwan district","Maoists",0,,,,,0,0,Government (General),,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112240008,2001-12-24,"Thailand","Unknown","Unknown",0,,,,,1,1,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112240007,2001-12-24,"Thailand","Unknown","Unknown",0,,,,,1,1,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112240006,2001-12-24,"Thailand","Unknown","Unknown",0,,,,,1,1,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112240005,2001-12-24,"Thailand","Unknown","Unknown",0,,,,,1,1,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112240004,2001-12-24,"Thailand","Unknown","Unknown",0,,,,,1,1,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112240003,2001-12-24,"Russia","Serzhen-Yurt","Chechen Rebels",0,,,,,0,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112240002,2001-12-24,"China","Qingdao","Unknown",0,,,,,0,0,Business,,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112240001,2001-12-24,"Israel","Einav","Unknown",0,,,,,0,1,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112230006,2001-12-23,"Greece","Athens","Unknown",0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112230005,2001-12-23,"Nigeria","Ibadan","People's Democratic Party (PDP)",1,,,,,1,0,Government (General),,,Sub-Saharan Africa,Assassination,,,Firearms,,,
200112230004,2001-12-23,"Yemen","Al-Siyani","Unknown",0,,,,,2,Unknown,Police,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112230003,2001-12-23,"Nepal","Salang Khola","Unknown",0,,,,,4,Unknown,Military,,,South Asia,Armed Assault,,,Firearms,,,
200112230002,2001-12-23,"Indonesia","Mata Ie","Free Aceh Movement (GAM)",1,,,,,6,Unknown,Police,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112230001,2001-12-23,"Uganda","Adjumani","Unknown",0,,,,,0,1,Government (General),,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
200112220002,2001-12-22,"France","Paris","Al-Qaida",0,,,,,0,1,Airports and Aircraft,,,Western Europe,Bombing/Explosion,Unarmed Assault,,Explosives/Bombs/Dynamite,,,
200112220001,2001-12-22,"Indonesia","Banda Aceh","Free Aceh Movement (GAM)",1,,,,,0,5,Police,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112210001,2001-12-21,"Pakistan","Karachi","Unknown",0,,,,,1,0,Educational Institution,,,South Asia,Assassination,,,Firearms,,,
200112200004,2001-12-20,"Philippines","Makati","Unknown",0,,,,,0,0,Business,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112200003,2001-12-20,"Indonesia","Lhokseumawe","Unknown",0,,,,,1,0,Business,,,Southeast Asia,Armed Assault,,,Firearms,,,
200112200002,2001-12-20,"Algeria","Ami Moussa","Unknown",0,,,,,4,1,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112200001,2001-12-20,"Russia","Irkutsk","Unknown",0,,,,,2,1,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
200112190001,2001-12-19,"France","Vescovato","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112180003,2001-12-18,"India","Srinagar","Unknown",0,,,,,1,1,Police,,,South Asia,Armed Assault,,,Firearms,,,
200112180002,2001-12-18,"India","Achabal","Unknown",0,,,,,1,16,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112180001,2001-12-18,"Colombia","Ocana","National Liberation Army of Colombia (ELN)",1,,,,,2,Unknown,Private Citizens & Property,,,South America,Hostage Taking (Kidnapping),,,Firearms,,,
200112170006,2001-12-17,"West Bank and Gaza Strip","Aboud","Al-Aqsa Martyrs Brigade",0,,,,,1,0,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112170005,2001-12-17,"Colombia","Florencia","Revolutionary Armed Forces of Colombia (FARC)",1,,,,,3,9,Police,,,South America,Facility/Infrastructure Attack,Armed Assault,Bombing/Explosion,Firearms,Explosives/Bombs/Dynamite,,
200112170004,2001-12-17,"Burundi","Bujumbura","Unknown",0,,,,,0,0,Private Citizens & Property,,,Sub-Saharan Africa,Facility/Infrastructure Attack,,,Firearms,,,
200112170003,2001-12-17,"Burundi","Bujumbura","Hutus",0,,,,,4,4,Private Citizens & Property,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
200112170002,2001-12-17,"Nigeria","Abia","Movement for the Actualization of the Sovereign State of Biafra (MASSOB)",0,,,,,2,1,Police,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
200112170001,2001-12-17,"Israel","Ofra","Unknown",0,,,,,0,1,Private Citizens & Property,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112160001,2001-12-14,"West Bank and Gaza Strip","Gush Qatif","Palestinians",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112150005,2001-12-15,"Algeria","Ait Ouabane","Unknown",0,,,,,2,2,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112150004,2001-12-15,"Angola","Uige","National Union for the Total Independence of Angola (UNITA)",1,,,,,24,0,Airports and Aircraft,Private Citizens & Property,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112150003,2001-12-15,"Algeria","Ouled Aissa","Salafist Group for Preaching and Fighting (GSPC)",1,,,,,2,0,Government (General),,,Middle East & North Africa,Armed Assault,,,Firearms,,,
200112150002,2001-12-15,"Nepal","Kathmandu","Unknown",0,,,,,1,0,Government (Diplomatic),,,South Asia,Armed Assault,,,Firearms,,,
200112150001,2001-12-15,"Colombia","Samana","Unknown",0,,,,,14,Unknown,Private Citizens & Property,,,South America,Armed Assault,,,Firearms,,,
200112140009,2001-12-14,"Algeria","Tafoughalt","Unknown",0,,,,,2,0,Police,,,Middle East & North Africa,Assassination,,,Firearms,,,
200112140008,2001-12-14,"Nepal","Firku","Unknown",0,,,,,0,0,Telecommunication,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112140007,2001-12-14,"China","Xian","Unknown",0,,,,,2,27,Business,Private Citizens & Property,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112140006,2001-12-14,"China","Jiangmeng","Unknown",0,,,,,0,1,Private Citizens & Property,,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112140005,2001-12-14,"China","Jiangmeng","Unknown",0,,,,,0,1,Private Citizens & Property,,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
200112140004,2001-12-14,"China","Jiangmeng","Unknown",0,,,,,0,1,Private Citizens & Property,,,East Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
